position,column,banking_name,source,training_median
1363,F3812,TOT_TXNAMT_CR_L7D,carried through from the extract,401829.6
1364,F3813,TOT_TXNAMT_DB_L7D,carried through from the extract,445122.175
1365,F3814,TOT_TXNS_L7_14D,carried through from the extract,0.612903
1366,F3815,TOT_TXNS_CR_L7_14D,carried through from the extract,0.6
1367,F3816,TOT_TXNS_DB_L7_14D,carried through from the extract,0.619718
1368,F3817,TOT_TXNAMT_L7_14D,carried through from the extract,0.760641
1369,F3818,TOT_TXNAMT_CR_L7_14D,carried through from the extract,0.739939
1370,F3819,TOT_TXNAMT_DB_L7_14D,carried through from the extract,0.769436
1371,F3820,TOT_TXNS_L7_31D,carried through from the extract,0.344121
1372,F3821,TOT_TXNS_CR_L7_31D,carried through from the extract,0.333333
1373,F3822,TOT_TXNS_DB_L7_31D,carried through from the extract,0.344828
1374,F3823,TOT_TXNAMT_L7_31D,carried through from the extract,0.497368
1375,F3824,TOT_TXNAMT_CR_L7_31D,carried through from the extract,0.46169
1376,F3825,TOT_TXNAMT_DB_L7_31D,carried through from the extract,0.497485
1377,F3826,TOT_TXNS_L14_31D,carried through from the extract,0.583333
1378,F3827,TOT_TXNS_CR_L14_31D,carried through from the extract,0.578947
1379,F3828,TOT_TXNS_DB_L14_31D,carried through from the extract,0.581514
1380,F3829,TOT_TXNAMT_L14_31D,carried through from the extract,0.751606
1381,F3830,TOT_TXNAMT_CR_L14_31D,carried through from the extract,0.73816
1382,F3831,TOT_TXNAMT_DB_L14_31D,carried through from the extract,0.734832
1383,F3832,TOT_BAL_7DAYS,carried through from the extract,702047.785
1384,F3834,TOT_BAL_31DAYS,carried through from the extract,833887.57
1385,F3835,AVG_BAL_7DAYS,carried through from the extract,373639.97
1386,F3836,AVG_BAL_14DAYS,carried through from the extract,381286.33
1387,F3837,AVG_BAL_31DAYS,carried through from the extract,398501.615
1388,F3838,MAX_BAL_7DAYS,carried through from the extract,123374.735
1389,F3840,MAX_BAL_31DAYS,carried through from the extract,125155.05
1390,F3841,MIN_BAL_7DAYS,carried through from the extract,752.53
1391,F3843,MIN_BAL_31DAYS,carried through from the extract,623.155
1392,F3844,TOT_BAL_7TO14DAYS,carried through from the extract,0.0
1393,F3845,TOT_BAL_14TO31DAYS,carried through from the extract,0.0
1394,F3846,TOT_BAL_7TO31DAYS,carried through from the extract,0.0
1395,F3852,MAX_BAL_7TO31DAYS,carried through from the extract,0.0
1396,F3856,RT_TOT_7TO14DAYS,carried through from the extract,1.0
1397,F3857,RT_TOT_14TO31DAYS,carried through from the extract,1.0
1398,F3858,RT_TOT_7TO31DAYS,carried through from the extract,1.0
1399,F3859,RT_AVG_7TO14DAYS,carried through from the extract,1.0
1400,F3860,RT_AVG_14TO31DAYS,carried through from the extract,1.0
1401,F3861,RT_AVG_7TO31DAYS,carried through from the extract,1.0
1402,F3862,DEV_TOT_7TO14DAYS,carried through from the extract,0.0
1403,F3863,DEV_TOT_14TO31DAYS,carried through from the extract,0.0
1404,F3868,DEV_TOT_AVG_7DAYS,carried through from the extract,1.0
1405,F3869,DEV_TOT_AVG_14DAYS,carried through from the extract,1.0
1406,F3870,DEV_TOT_AVG_31DAYS,carried through from the extract,1.0
1407,F3871,MAX_MIN_7DAYS,carried through from the extract,153158.03
1408,F3874,D_TOT_BAL_7DAYS_OCC,carried through from the extract,-1.0
1409,F3880,D_AVG_BAL_7DAYS_OCC,carried through from the extract,-1.0
1410,F3882,D_AVG_BAL_31DAYS_OCC,carried through from the extract,-1.0
1411,F3883,D_AVG_BAL_7TO14DAYS_OCC,carried through from the extract,-1.0
1412,F3884,D_AVG_BAL_14TO31DAYS_OCC,carried through from the extract,-1.0
1413,F3885,D_AVG_BAL_7TO31DAYS_OCC,carried through from the extract,-1.0
1414,F3887,TENURE_AS_OF_ALERT,carried through from the extract,94.0
1415,F3889,ACCT_OPN_DAYS,carried through from the extract,730.0
1416,F3894,AGE_IN_YRS,carried through from the extract,34.0
1417,F3895,MIN_INC_SCORE,carried through from the extract,600.0
1418,F3896,MAX_INC_SCORE,carried through from the extract,600.0
1419,F3897,CNT_INC_SCR_GT650,carried through from the extract,0.0
1420,F3900,HIGH_VALUE_UPI_DB_TXNS,carried through from the extract,0.0
1421,F3901,MULTI_DBS_FROM_ACCOUNT,carried through from the extract,0.0
1422,F3902,MULTI_PG_TXNS,carried through from the extract,0.0
1423,F3903,PWD_CHANGED_LARGE_FUND_XFERS,carried through from the extract,0.0
1424,F3904,RCVING_FUNDS_FROM_MULITPLE_USERS,carried through from the extract,0.0
1425,F3905,RISKY_COUNTRY_TXNS,carried through from the extract,0.0
1426,F3906,STATUS_CHANGE_AFTER_WD,carried through from the extract,0.0
1427,F3907,TXN_AT_UNUSUAL_TIME,carried through from the extract,0.0
1428,F3908,MULTI_UPI_DB_TXNS,carried through from the extract,0.0
1429,F3909,FAILED_UPI_TXNS,carried through from the extract,0.0
1430,F3910,ONE_TO_MANY_UPI_PAYMENTS,carried through from the extract,0.0
1431,F3916,L3_FLG,carried through from the extract,1.0
1432,F3917,L2_FLG,carried through from the extract,0.0
1433,F3918,L1_FLG,carried through from the extract,0.0
1434,F3919,COUNT_ALERTS,carried through from the extract,1.0
1435,F3920,MORNING_ALERTS,carried through from the extract,0.0
1436,F3921,AFTERNOON_ALERTS,carried through from the extract,0.0
1437,F3922,EVENING_ALERTS,carried through from the extract,0.0
1438,F3923,NIGHT_ALERTS,carried through from the extract,0.0
1439,mg_product_name_Agri Adv,mg_product_name_Agri Adv,engineered from raw fields,0.0
1440,mg_product_name_All Others,mg_product_name_All Others,engineered from raw fields,0.0
1441,mg_product_name_Corp Adv,mg_product_name_Corp Adv,engineered from raw fields,0.0
1442,mg_product_name_Current,mg_product_name_Current,engineered from raw fields,0.0
1443,mg_product_name_Gold Loan,mg_product_name_Gold Loan,engineered from raw fields,0.0
1444,mg_product_name_HL,mg_product_name_HL,engineered from raw fields,0.0
1445,mg_product_name_ML,mg_product_name_ML,engineered from raw fields,0.0
1446,mg_product_name_MSME LA TDR,mg_product_name_MSME LA TDR,engineered from raw fields,0.0
1447,mg_product_name_MSME Medium,mg_product_name_MSME Medium,engineered from raw fields,0.0
1448,mg_product_name_MSME Micro,mg_product_name_MSME Micro,engineered from raw fields,0.0
1449,mg_product_name_MSME Small,mg_product_name_MSME Small,engineered from raw fields,0.0
1450,mg_product_name_PL,mg_product_name_PL,engineered from raw fields,0.0
1451,mg_product_name_Retail LA TDR,mg_product_name_Retail LA TDR,engineered from raw fields,0.0
1452,mg_product_name_Retail Others,mg_product_name_Retail Others,engineered from raw fields,0.0
1453,mg_product_name_Savings,mg_product_name_Savings,engineered from raw fields,1.0
1454,mg_product_name_Staff Loans,mg_product_name_Staff Loans,engineered from raw fields,0.0
1455,mg_product_name_Term Deposit,mg_product_name_Term Deposit,engineered from raw fields,0.0
1456,mg_area_category_M,mg_area_category_M,engineered from raw fields,0.0
1457,mg_area_category_R,mg_area_category_R,engineered from raw fields,0.0
1458,mg_area_category_SU,mg_area_category_SU,engineered from raw fields,0.0
1459,mg_area_category_U,mg_area_category_U,engineered from raw fields,0.0
1460,mg_cust_occp_agriculture,mg_cust_occp_agriculture,engineered from raw fields,0.0
1461,mg_cust_occp_housewife,mg_cust_occp_housewife,engineered from raw fields,0.0
1462,mg_cust_occp_others,mg_cust_occp_others,engineered from raw fields,0.0
1463,mg_cust_occp_retired,mg_cust_occp_retired,engineered from raw fields,0.0
1464,mg_cust_occp_salaried,mg_cust_occp_salaried,engineered from raw fields,0.0
1465,mg_cust_occp_selfemployed,mg_cust_occp_selfemployed,engineered from raw fields,0.0
1466,mg_cust_occp_student,mg_cust_occp_student,engineered from raw fields,0.0
1467,mg_gender_F,mg_gender_F,engineered from raw fields,0.0
1468,mg_gender_M,mg_gender_M,engineered from raw fields,1.0
1469,mg_gender_O,mg_gender_O,engineered from raw fields,0.0
1470,mg_segmentation_class_CORPORATE,mg_segmentation_class_CORPORATE,engineered from raw fields,0.0
1471,mg_passthrough_7d,mg_passthrough_7d,engineered from raw fields,0.774774
1472,mg_net_flow_7d,mg_net_flow_7d,engineered from raw fields,0.008173
1473,mg_passthrough_14d,mg_passthrough_14d,engineered from raw fields,0.824372
1474,mg_net_flow_14d,mg_net_flow_14d,engineered from raw fields,0.017634
1475,mg_passthrough_31d,mg_passthrough_31d,engineered from raw fields,0.859997
1476,mg_net_flow_31d,mg_net_flow_31d,engineered from raw fields,0.016852
1477,mg_turnover_over_balance_7d,mg_turnover_over_balance_7d,engineered from raw fields,1.478845
1478,mg_turnover_over_balance_14d,mg_turnover_over_balance_14d,engineered from raw fields,2.048454
1479,mg_turnover_over_balance_31d,mg_turnover_over_balance_31d,engineered from raw fields,2.874259
1480,mg_amount_burst_7v31,mg_amount_burst_7v31,engineered from raw fields,2.202443
1481,mg_count_burst_7v31,mg_count_burst_7v31,engineered from raw fields,0.967159
1482,mg_cash_out_share_7d,mg_cash_out_share_7d,engineered from raw fields,0.0
1483,mg_digital_in_cash_out_7d,mg_digital_in_cash_out_7d,engineered from raw fields,163133.5
1484,mg_atm_out_share_7d,mg_atm_out_share_7d,engineered from raw fields,0.0
1485,mg_channel_hhi_7d,mg_channel_hhi_7d,engineered from raw fields,0.514393
1486,mg_channel_active_7d,mg_channel_active_7d,engineered from raw fields,2.0
1487,mg_channel_top_share_7d,mg_channel_top_share_7d,engineered from raw fields,0.609797
1488,mg_avg_ticket_7d,mg_avg_ticket_7d,engineered from raw fields,30489.285156
1489,mg_avg_ticket_31d,mg_avg_ticket_31d,engineered from raw fields,25615.953125
1490,mg_alert_share_morning,mg_alert_share_morning,engineered from raw fields,0.0
1491,mg_alert_share_afternoon,mg_alert_share_afternoon,engineered from raw fields,0.0
1492,mg_alert_share_evening,mg_alert_share_evening,engineered from raw fields,0.0
1493,mg_alert_share_night,mg_alert_share_night,engineered from raw fields,0.0
1494,mg_alert_time_entropy,mg_alert_time_entropy,engineered from raw fields,0.346574
1495,mg_balance_volatility_7d,mg_balance_volatility_7d,engineered from raw fields,0.241879
1496,mg_balance_volatility_31d,mg_balance_volatility_31d,engineered from raw fields,0.229505
1497,mg_occ_deviation_mean,mg_occ_deviation_mean,engineered from raw fields,-0.850726
1498,mg_occ_deviation_max,mg_occ_deviation_max,engineered from raw fields,10.2
1499,mg_occ_deviation_extreme_count,mg_occ_deviation_extreme_count,engineered from raw fields,2.0
1500,mg_row_mean,mg_row_mean,engineered from raw fields,40308.28125
1501,mg_row_std,mg_row_std,engineered from raw fields,511933.8125
1502,mg_row_max,mg_row_max,engineered from raw fields,8524096.0
1503,mg_row_min,mg_row_min,engineered from raw fields,-1.0
1504,mg_row_nonzero_frac,mg_row_nonzero_frac,engineered from raw fields,0.581237
1505,mg_row_range,mg_row_range,engineered from raw fields,10059571.0
